Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
12792,Jsp. Life Agency Inc.,LHCSA,Licensed Home Care Services Agency,07/27/2005,3699 Bainbridge Avenue,2nd Floor,Bronx,New York,10467,7189447405,7189445257,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,1169L001,Jsp. Life Agency Inc.,3699 Bainbridge Avenue,2nd Floor,Bronx,New York,10467,,,,,New York,,Business Corporation,40.886683,-73.877914,"(40.886683, -73.877914)"
7295,Eddy Daybreak at Marjorie Doyle Rockwell Center,ADHCP,Adult Day Health Care Program - Offsite,09/02/1997,421 West Columbia Street,,Cohoes,New York,12047,,,,1,Albany,4,Capital District Regional Office,Eddy Village Green,4000,0102001N,Capital Region Geriatric Center Inc,421 W Columbia Street,,Cohoes,New York,12047,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,Not for Profit Corporation,42.772724,-73.725082,"(42.772724, -73.725082)"
9083,Samaritan OB/GYN,HOSP-EC,Hospital Extension Clinic,11/09/2009,Capital Region Health Park,"713 Troy - Schenectady Road, Suite 304",Latham,New York,12110,5187866270,,,1,Albany,4,Capital District Regional Office,Samaritan Hospital,756,4102002H,Samaritan Hospital of Troy NY Inc,2215 Burdett Avenue,,Troy,New York,12180,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.746944,-73.758889,"(42.746944, -73.758889)"
7590,South Bronx Health Center,HOSP-EC,Hospital Extension Clinic,03/10/1998,871 Prospect Avenue,,Bronx,New York,10459,,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Montefiore Medical Center - Henry & Lucy Moses Div,1169,7000006H,Montefiore Medical Center,111 East 210th Street,,Bronx,New York,10467,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,40.820606,-73.901321,"(40.820606, -73.901321)"
5694,Ulster Radiation Oncology Center,HOSP-EC,Hospital Extension Clinic,05/03/1995,111 Mary's Avenue,,Kingston,New York,12401,8453397700,,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,Vassar Brothers Medical Center,181,1302001H,"Health Quest Systems, Inc.",45 Reade Place,,Poughkeepsie,New York,12601,Vassar Brothers Hospital Inc,Reade Place,,Poughkeepsie,New York,12601,Not for Profit Corporation,41.922565,-73.99955,"(41.922565, -73.99955)"
6003,Stanley M Makowski Early Childhood Center,HOSP-SB,School Based Hospital Extension Clinic,04/01/2000,1095 Jefferson Avenue,,Buffalo,New York,14208,,,,14,Erie,1,Western Regional Office - Buffalo,Buffalo General Medical Center,207,1401014H,Kaleida Health,100 High Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,42.904278,-78.853905,"(42.904278, -78.853905)"
14672,The Inn at Millbrook,AH,Adult Home,08/17/2000,560 Flint Road,,Millbrook,New York,12545,8456778550,8456778630,,13,Dutchess,5,Metropolitan Area Regional Office - New York City,,,230-F-066,"The Fountains Operating Company (NY), Inc.",1 Rivervue Place,,Tuckahoe,New York,10707-3230,,,,,New York,,Business Corporation,41.738812,-73.664099,"(41.738812, -73.664099)"
6918,James Donovan Middle School,,School Based Diagnostic and Treatment Center Extension Clinic,10/10/2006,1701 Noyes Street,,Utica,New York,13502,3157381428,,,32,Oneida,3,Central New York Regional Office,"Upstate Family Health Center, Inc.",9999,3202210R,"Upstate Family Health Center, Inc.",1020 Mary Street,,Utica,New York,13501,,,,,New York,,Not for Profit Corporation,43.102509,-75.261337,"(43.102509, -75.261337)"
10123,"Glengariff Dialysis Center, LLC",DTC,Diagnostic and Treatment Center,03/06/2018,141 Dosoris Lane,,Glen Cove,New York,11542,5166761100,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2901201R,"Glengariff Dialysis Center, LLC",141 Dosoris Lane,,Glen Cove,New York,11542,,,,,New York,,LLC,40.880997,-73.630263,"(40.880997, -73.630263)"
2809,Rensselaer County Health Dept,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/01/1901,69 Church Street,,Hoosick Falls,New York,12090,5182702625,,,41,Rensselaer,4,Capital District Regional Office,Rensselaer County Department of Health,757,4102200R,Rensselaer County,1600 7th Avenue,,Troy,New York,12180,,,,,New York,,County,42.899986,-73.35202,"(42.899986, -73.35202)"
14005,Project Renewal Inc. Mobile Medical Van (MedVan II),,Mobile Diagnostic and Treatment Center Extension Clinic,05/18/2021,514 East 178th Street,,Bronx,New York,10457,,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Project Renewal,7676,7002161R,Project Renewal Inc,200 Varick Street,,New York,New York,10014,,,,,New York,,Not for Profit Corporation,40.8478,-73.895985,"(40.8478, -73.895985)"
6859,HSS - Midtown,HOSP-EC,Hospital Extension Clinic,04/24/2001,770 Lexington Avenue,,New York,New York,10065,2122247900,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Hospital for Special Surgery,1447,7002012H,NY Society for the Relief of The Ruptured & Crippled,535 East 70th St,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,,,
3942,Medisys Family Care Center,HOSP-EC,Hospital Extension Clinic,05/18/1988,149-18 Jamaica Avenue,,Queens,New York,11435,7182066290,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Jamaica Hospital Medical Center,1629,7003003H,Jamaica Hospital Inc,89th Ave & Van Wyck Expressway,,Jamaica,New York,11418,,,,,New York,,Not for Profit Corporation,40.70182,-73.804779,"(40.70182, -73.804779)"
13841,Loretto Heritage Apts.,LHCSA,Licensed Home Care Services Agency,01/16/1997,750 E Brighton Ave,,Syracuse,New York,13205-2201,3154921329,3154926076,www.loretto-cny.org,33,Onondaga,3,Central New York Regional Office,,,9483L001,"Churchill Manor, Inc.",750 E. Brighton Ave.,,Syracuse,New York,13205-2201,,,,,New York,,Not for Profit Corporation,43.009219,-76.132868,"(43.009219, -76.132868)"
1523,Union Health Center-ILGWU,DTC,Diagnostic and Treatment Center,01/01/1901,275 Seventh Avenue,,New York,New York,10001,2129242510,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002231R,Union Sanitorium Association Inc,275 7th Avenue,,New York,New York,10001,,,,,New York,,Not for Profit Corporation,40.745678,-73.994385,"(40.745678, -73.994385)"
10263,Long Island Jewish Medical Center Primary Care Extension Clinic,HOSP-EC,Hospital Extension Clinic,03/13/2019,256-11 Union Turnpike,,Glen Oaks,New York,11004,7184707764,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Long Island Jewish Medical Center,1630,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.745637,-73.714841,"(40.745637, -73.714841)"
10345,The Wellness Center at Oak Orchard,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/25/2019,317 West Avenue,,Albion,New York,14411,,,,36,Orleans,1,Western Regional Office - Buffalo,Oak Orchard Community Health Center,428,2701221R,Oak Orchard Community Health Center Inc,80 West Main Street,,Brockport,New York,14420,,,,,New York,,Not for Profit Corporation,43.241563,-78.203131,"(43.241563, -78.203131)"
1681,Forest Hills Care Center,NH,Residential Health Care Facility - SNF,08/01/1979,71-44 Yellowstone Blvd,,Forest Hills,New York,11375,7185444300,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003394N,Forest Hills Care Center LLC,71-44 Yellowstone Boulevard,,Forest Hills,New York,11375,,,,,New York,,LLC,40.721531,-73.854881,"(40.721531, -73.854881)"
9213,St. Peter's Hospital Spine & Neurosurgery,HOSP-EC,Hospital Extension Clinic,03/21/2011,1182 Troy-Schenectady Road,Suite 100,Latham,New York,12110,5187135400,5187135401,,1,Albany,4,Capital District Regional Office,St. Peter's Hospital,5,0101004H,St Peters Hospital Inc,315 South Manning Blvd,,Albany,New York,12208,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.770695,-73.821442,"(42.770695, -73.821442)"
14603,Peregrine Senior Living at Colonie,AH,Adult Home,09/15/2017,5 South Family Drive,,Colonie,New York,12205,5184564500,5184565016,www.colonie-memories.com#http://www.colonie-memories.com#,1,Albany,4,Capital District Regional Office,,,000-F-312,"Peregrine Senior Living of Colonie, LLC",217 Montgomery St,,Syracuse,New York,13202,,,,,New York,,LLC,42.732569,-73.824121,"(42.732569, -73.824121)"
13818,"Institute Homecare Services, Inc.",LHCSA,Licensed Home Care Services Agency,05/05/1995,23 Nagle Ave,,New York,New York,10040-1405,2129426780,2129429183,ihcsi.com,7093,New York,5,Metropolitan Area Regional Office - New York City,,,9381L001,"Institute Homecare Services, Inc.",23 Nagle Avenue,,New York,New York,10040-1405,,,,,New York,,Not for Profit Corporation,40.859505,-73.930192,"(40.859505, -73.930192)"
6651,"Brooklyn Comprehensive Care Center, Inc.",DTC,Diagnostic and Treatment Center,05/06/2004,7608 Bay Parkway,,Brooklyn,New York,11214,7183332500,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001114R,"Brooklyn Comprehensive Care Center, Inc.",2501 86th Street,,Brooklyn,New York,11214,,,,,New York,,Business Corporation,,,
13707,"Healthy Life Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,07/17/2020,8701 18th Avenue,4th Floor,Brooklyn,New York,11214,7182322186,7185047308,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2735L001,"Healthy Life Home Care, Inc.",8701 18th Avenue,4th Floor,Brooklyn,New York,11214,,,,,New York,,Business Corporation,40.605071,-74.004338,"(40.605071, -74.004338)"
9133,Sunset Park Familly Health Center,HOSP-EC,Hospital Extension Clinic,04/09/2010,5610 2nd Avenue,,Brooklyn,New York,11220,7186307300,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.645657,-74.020584,"(40.645657, -74.020584)"
9900,FMS - Westmere Dialysis Center,DTC,Diagnostic and Treatment Center,02/26/2016,178 Washington Avenue Extension,,Albany,New York,12203,,,,1,Albany,4,Capital District Regional Office,,,0101224R,"Freedom Center of Westmere, LLC",178 Washington Avenue Extension,,Albany,New York,12203,,,,,New York,,LLC,42.699524,-73.851347,"(42.699524, -73.851347)"
1206,P R O M E S A Inc,DTC,Diagnostic and Treatment Center,09/27/1979,1776 Clay Avenue,,Bronx,New York,10457,7182991100,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000226R,P R O M E S A Inc,1776 Clay Avenue,,Bronx,New York,10457,,,,,New York,,Not for Profit Corporation,40.846165,-73.904655,"(40.846165, -73.904655)"
3189,"Vocational Instruction Project Community Services, Inc.",DTC,Diagnostic and Treatment Center,04/26/1984,770 East 176th Street,,Bronx,New York,10460,6462567571,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000240R,"Vocational Instruction Project Community Services, Inc",770 East 176th St,,Bronx,New York,10457,,,,,New York,,Not for Profit Corporation,40.845509,-73.893288,"(40.845509, -73.893288)"
7879,Queens Village Dialysis Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/01/2006,222-02 Hempstead Avenue,,Queens Village,New York,11429,7182176200,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,40.712254,-73.731949,"(40.712254, -73.731949)"
1326,Warrensburg Health Center,DTC,Diagnostic and Treatment Center,09/01/1981,3767 Main Street,,Warrensburg,New York,12885-1890,5186232844,,,56,Warren,4,Capital District Regional Office,,,5660200R,Hudson Headwaters Health Network Inc,Po Box 222,,North Creek,New York,12853,,,,,New York,,Not for Profit Corporation,43.492516,-73.7687,"(43.492516, -73.7687)"
4066,North Shore-LIJ Orzac Center for Rehabilitation,NH,Residential Health Care Facility - SNF,01/13/1989,900 Franklin Avenue,,Valley Stream,New York,11580,5162566700,5162566601,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2910300N,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.681789,-73.685814,"(40.681789, -73.685814)"
7742,DCI-Westchester,DTC,Diagnostic and Treatment Center,12/01/2000,19 Bradhurst Ave,,Hawthorne,New York,10532,9145925858,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5957201R,"Dialysis Clinic, Inc","1633 Church Street, Suite 500",,Nashville,New York,37203,,,,,New York,,Not for Profit Corporation,41.088585,-73.801147,"(41.088585, -73.801147)"
13843,"Family Service Of Rochester, Inc.",LHCSA,Licensed Home Care Services Agency,12/09/1997,399 Colvin St,,Rochester,New York,14611-1255,5852321840,5853403055,www.fsr.org,27,Monroe,2,Western Regional Office - Rochester,,,9498L001,"Family Service Of Rochester, Inc.",30 North Clinton Ave,,Rochester,New York,14604,,,,,New York,,Not for Profit Corporation,43.158061,-77.641289,"(43.158061, -77.641289)"
3307,East Neck Nursing & Rehabilitation Center,NH,Residential Health Care Facility - SNF,02/01/1989,134 Great East Neck Road,,West Babylon,New York,11704,6314224800,6314221562,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5150303N,"PALJR,LLC D/B/A East Neck Nursing & Rehabilitation Center",134 Great East Neck Road,,West Babylon,New York,11704,,,,,New York,,LLC,40.690781,-73.345139,"(40.690781, -73.345139)"
528,Nassau University Medical Center,HOSP,Hospital,01/01/1901,2201 Hempstead Turnpike,,East Meadow,New York,11554,5165720123,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950002H,Nassau Health Care Corporation,240 Old Country Road,,Mineola,New York,11501,,,,,New York,,Public Benefit Corporation,40.725353,-73.554321,"(40.725353, -73.554321)"
4703,Samaritan Health Village 53rd St,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/28/1999,225 East 53rd Street,,New York,New York,10022,7182062000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Damian Family Care Center,6067,7003246R,"Damian Family Care Centers, Inc.","89-56 162nd Street, 3rd Floor",,Jamaica,New York,11432,,,,,New York,,Not for Profit Corporation,40.757301,-73.968307,"(40.757301, -73.968307)"
8579,Canton Health & Diagnostic Center,HOSP-EC,Hospital Extension Clinic,11/14/2005,39 West Main Street,,Canton,New York,13617,,,,44,Saint Lawrence,3,Central New York Regional Office,Claxton-Hepburn Medical Center,798,4401000H,Claxton-Hepburn Medical Center,214 King Street,,Ogdensburg,New York,13669,,,,,New York,,Not for Profit Corporation,44.594673,-75.180138,"(44.594673, -75.180138)"
14877,Presbyterian Residential Community,AH,Adult Home,08/14/1995,4300 Middle Settlement Road,,New Hartford,New York,13413,3157249300,3157929503,www.presbyterianhome.com#http://www.presbyterianhome.com#,32,Oneida,3,Central New York Regional Office,,,510-E-065,"Presbyterian Residential Community, Inc.",4300 Middle Settlement Rd,,New Hartford,New York,13413-0717,,,,,New York,,Not for Profit Corporation,43.073601,-75.341659,"(43.073601, -75.341659)"
1750,"Clove Lakes Health Care and Rehabilitation Center, Inc",NH,Residential Health Care Facility - SNF,08/01/1979,25 Fanning Street,,Staten Island,New York,10314,7182897900,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,,,7004321N,"Clove Lakes Health Care & Rehabilitation Center, Inc",25 Fanning St Box 140703,,Staten Island,New York,10314,,,,,New York,,Business Corporation,40.608437,-74.122993,"(40.608437, -74.122993)"
9542,Jericho Road Community Health Center,DTC,Diagnostic and Treatment Center,09/05/2013,184 Barton Street,,Buffalo,New York,14213,,,,14,Erie,1,Western Regional Office - Buffalo,,,1401237R,Jericho Road Ministries Inc.,184 Barton Street,,Buffalo,New York,14213,,,,,New York,,Not for Profit Corporation,42.917721,-78.894379,"(42.917721, -78.894379)"
6708,JFK Magnet School,,School Based Diagnostic and Treatment Center Extension Clinic,09/03/2004,Olivia Street,,Port Chester,New York,10573,9149347991,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,"Open Door Family Medical Center, Inc",1084,5905200R,"Ossining Open Door Associates, Inc.",165 Main Street,,Ossining,New York,10562,,,,,New York,,Not for Profit Corporation,40.997063,-73.669876,"(40.997063, -73.669876)"
14713,The Meadows,EHP,Enriched Housing Program,01/20/2016,2650 North Forest Road,,Getzville,New York,14068,7166393311,7166890002,www.weinbergcampus.org#http://www.weinbergcampus.org#,14,Erie,1,Western Regional Office - Buffalo,,,240-S-123,"Menorah Campus Adult Home, Inc.",2700 North Forest Rd,,Getzville,New York,14068-1527,,,,,New York,,Not for Profit Corporation,43.013998,-78.784483,"(43.013998, -78.784483)"
1576,Ditmas Park Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,2107 Ditmas Avenue,,Brooklyn,New York,11226,7184628100,7189416051,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001393N,"Ditmas Park Rehabilitation & Care Center, LLC",2107 Ditmas Avenue,,Brooklyn,New York,11226,,,,,New York,,LLC,40.639965,-73.957695,"(40.639965, -73.957695)"
15472,"Avalon Medical Center, LLC",DTC,Diagnostic and Treatment Center,09/06/2023,121 Executive Drive,,New Windsor,New York,12553,8454070770,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,3564201R,"Avalon Medical Center, LLC",121 Executive Drive,,New Windsor,New York,12553,,,,,New York,,LLC,,,
13092,Intergen Health Llc,LHCSA,Licensed Home Care Services Agency,04/12/2011,1601 Bronxdale Avenue,Suite 204,Bronx,New York,10462,7183461000,7183461003,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,1763L001,Intergen Health Llc,1601 Bronxdale Avenue,Suite 204,Bronx,New York,10462,,,,,New York,,LLC,40.842968,-73.858346,"(40.842968, -73.858346)"
14882,Focus Senior Living at Utica,EHP,Enriched Housing Program,01/14/1991,1445 Kemble Street,,Utica,New York,13501,3157320100,3157322342,www.loretto-cny.org#http://www.loretto-cny.org#,32,Oneida,3,Central New York Regional Office,,,510-S-061,"Utica AH Operations Associates, LLC",1445 Kemble Street,,Utica,New York,13501-4441,,,,,New York,,LLC,43.093128,-75.242348,"(43.093128, -75.242348)"
12946,"Geriatric Resource Consultants Co., Llc",LHCSA,Licensed Home Care Services Agency,02/09/2009,2625 East 14 Street,Suite 207,Brooklyn,New York,11235,7189981999,7189989709,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1540L001,"Geriatric Resource Consultants Co., Llc",2625 East 14 Street,Suite 207,Brooklyn,New York,11235,,,,,New York,,LLC,40.587282,-73.955066,"(40.587282, -73.955066)"
5777,FMS-Living Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/30/2002,6687 Pittsford Palmyra Road,,Fairport,New York,14450,5853893080,5853893081,,27,Monroe,2,Western Regional Office - Rochester,FMS-Southern Manhattan Dialysis Center,3414,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,43.06947,-77.444671,"(43.06947, -77.444671)"
10428,HSS Hudson Yards,HOSP-EC,Hospital Extension Clinic,02/24/2020,"532-560 West 33rd Street, 8th Floor",,New York,New York,10001,2127742950,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Hospital for Special Surgery,1447,7002012H,NY Society for the Relief of The Ruptured & Crippled,535 East 70th St,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.754429,-74.001051,"(40.754429, -74.001051)"
14748,Harbor View Home for Adults,AH,Adult Home,05/22/1989,3900 Shore Parkway,,Brooklyn,New York,11235,7187699700,7189340680,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,331-F-282,"Harbor View Senior Living Residence, LLC",3900 Shore Parkway,,Brooklyn,New York,11235-1130,,,,,New York,,LLC,40.584869,-73.930634,"(40.584869, -73.930634)"
6802,A Merryland Health Center,DTC,Diagnostic and Treatment Center,11/04/2005,2873 West 17th Street,,Brooklyn,New York,11224,7182650900,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001809R,JAL 28 LLC,2873 West 17th Street,,Brooklyn,New York,11234,,,,,New York,,LLC,,,
848,Ellis Hospital - Bellevue Woman's Care Center Division,HOSP,Hospital,08/01/1979,2210 Troy Road,,Niskayuna,New York,12309,5183469400,,,46,Schenectady,4,Capital District Regional Office,Ellis Hospital,829,4601001H,Ellis Hospital Inc,Route 146,,Schenectady,New York,12308,,,,,New York,,Not for Profit Corporation,42.793575,-73.879089,"(42.793575, -73.879089)"
10189,Watervliet Jr./Sr. High School,,School Based Diagnostic and Treatment Center Extension Clinic,08/17/2018,1245 Hillside Dr.,,Watervliet,New York,12189,5185914479,,,1,Albany,4,Capital District Regional Office,Whitney M Young Jr Health Center Inc,11,0101205R,Whitney M Young Jr Health Center Inc,Lark And Arbor Drives,,Albany,New York,12207,,,,,New York,,Not for Profit Corporation,42.730493,-73.716832,"(42.730493, -73.716832)"
13876,T.J.'S Home Health Care & Housekeeping,LHCSA,Licensed Home Care Services Agency,09/19/1996,361 Greene Ave,,Brooklyn,New York,11216-1110,7182303692,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,9582L001,Tami Johnson,361 Greene Avenue,,Brooklyn,New York,11216,,,,,New York,,Individual,40.68795,-73.955665,"(40.68795, -73.955665)"
1790,Montefiore Medical Center Home Care and Extended Services,CHHA,Certified Home Health Agency,01/01/1901,One Fordham Plaza Suite 1100,,Bronx,New York,10458,7184054400,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000606,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,,,,,New York,,Not for Profit Corporation,40.860298,-73.889198,"(40.860298, -73.889198)"
10311,Longwood Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/22/2019,931 Bruckner Boulevard,,Bronx,New York,10459,7183780921,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,40.818851,-73.892693,"(40.818851, -73.892693)"
12624,Mercy Home Care Of Western New York,LHCSA,Licensed Home Care Services Agency,03/31/2009,55 Melroy Ave,,Lackawanna,New York,14218,7168195012,7168195099,www.believecatholic.com,14,Erie,1,Western Regional Office - Buffalo,,,0744L003,"Niagara Homemaker Services, Inc.",144 Genesee Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,42.827364,-78.821102,"(42.827364, -78.821102)"
6675,Southern Tier Community Health Center Network Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,08/30/2004,132 West Main Street,,Cuba,New York,14727,7163756978,,,2,Allegany,1,Western Regional Office - Buffalo,"Southern Tier Community Health Center Network, Inc.",6674,0401201R,"Southern Tier Community Health Center Network, Inc.",500 Main Street,,Olean,New York,14760,,,,,New York,,Not for Profit Corporation,42.213799,-78.286499,"(42.213799, -78.286499)"
7532,CS 200/James Mccune Smith,,School Based Diagnostic and Treatment Center Extension Clinic,02/24/1997,2589 Seventh Avenue,,New York,New York,10039,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Renaissance Health Care Network,4408,7002136R,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,"Gotham Health FQHC, Inc.",Care of NYC Health and Hospital Corp.,125 Worth Street,New York,New York,10013,Municipality,40.824688,-73.936646,"(40.824688, -73.936646)"
12935,Preferred Home Care Of New York/Preferred Gold,LHCSA,Licensed Home Care Services Agency,02/05/2013,1 South Ocean Avenue,"Suites 212, 214 & 215",Patchogue,New York,11772,6316540789,6316540857,www.preferredhcny.com,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1519L002,Assistcare Home Health Services Llc,2357 60th Street,,Brooklyn,New York,11204,,,,,New York,,LLC,40.765636,-73.015032,"(40.765636, -73.015032)"
3087,Fulton Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/19/1983,522 South Fourth Street-Suite 500,,Fulton,New York,13069,3155984740,,,37,Oswego,3,Central New York Regional Office,Oswego County Opportunities Inc,729,3702200R,Oswego County Opportunities Inc,223 Oneida Street,,Fulton,New York,13069,,,,,New York,,Not for Profit Corporation,43.314148,-76.405258,"(43.314148, -76.405258)"
10176,Dr. Jacqueline Peek-Davis School/Ronald Edmonds Learning Center II,HOSP-SB,School Based Hospital Extension Clinic,08/01/2018,430 Howard Avenue,,Brooklyn,New York,11233,,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.672854,-73.919757,"(40.672854, -73.919757)"
3853,Garden City Surgi Center,DTC,Diagnostic and Treatment Center,04/07/2008,400 Endo Blvd,,Garden City,New York,11530,5168328504,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2905204R,"Endo Group, LLC",400 Endo Boulevard,,Garden City,New York,11530,,,,,New York,,LLC,40.733765,-73.591286,"(40.733765, -73.591286)"
441,Lower Eastside Service Center Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/15/1980,62 East Broadway,,New York,New York,10002,2122335372,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Lower Eastside Service Center Inc,1562,7002293R,Lower Eastside Service Center Inc,46 East Broadway,,New York,New York,10002,,,,,New York,,Not for Profit Corporation,40.713696,-73.995163,"(40.713696, -73.995163)"
1150,North Westchester Restorative Therapy and Nursing Center,NH,Residential Health Care Facility - SNF,02/01/1979,3550 Lexington Avenue,,Mohegan Lake,New York,10547,9145282000,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5968302N,"Treetops Rehabilitation and Care Center, LLC",3550 Lexington Avenue,,Mohegan Lake,New York,10547,,,,,New York,,LLC,41.321186,-73.859688,"(41.321186, -73.859688)"
13427,Red Sun Home Care Inc.,LHCSA,Licensed Home Care Services Agency,04/22/2016,136-33 37th Avenue,Unit 5A,Flushing,New York,11354,7183605885,7187442338,www.redsunhomecare.com,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,2306L001,Red Sun Home Care Inc.,136-33 37th Avenue,Unit 5A,Flushing,New York,11354,,,,,New York,,Business Corporation,,,
9324,Refuah Health Twin,DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/19/2012,5 Twin Avenue,,Spring Valley,New York,10977,8453549300,8453549448,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,Refuah Health Center,4771,4353202R,Refuah Health Center,728 North Main Street,,Spring Valley,New York,10977,,,,,New York,,Not for Profit Corporation,41.117424,-74.050247,"(41.117424, -74.050247)"
13650,Global Home Care Inc,LHCSA,Licensed Home Care Services Agency,09/05/2018,380 Neptune Ave,First Floor,Brooklyn,New York,11235,7188726494,3474624073,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2688L001,Global Home Care Inc,380 Neptune Ave,first Floor,Brooklyn,New York,11235,,,,,New York,,Business Corporation,,,
743,Chestnut Park Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,08/01/1980,330 Chestnut Street,,Oneonta,New York,13820,6074328501,,,38,Otsego,4,Capital District Regional Office,,,3801304N,"ORNC, LLC",1 Hillcrest Center Drive,Suite 225,Spring Valley,New York,10977,,,,,New York,,LLC,42.452911,-75.085541,"(42.452911, -75.085541)"
